?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/HAO_0002167>	"The condyle that is located on the first valvifer and articulates with the first valviferal fossa of the second valvifer."	
<http://purl.obolibrary.org/obo/HAO_0000977>		
<http://purl.obolibrary.org/obo/AISM_0000052>	"The notum or sclerite on the dorsal region of the mesothorax that is posterior to the pronotum, connected via the mesonoto-mesopleural conjuntiva to the dorsal margin of the mesopleuron, that is not adjacent to the mesocoxa, but attached to it by the mesocoxal muscle."@en	
<http://purl.obolibrary.org/obo/HAO_0001016>	"The region that is located on the gastrocoelus and has specialized sculpture."	
<http://purl.obolibrary.org/obo/HAO_0001145>	"The tarsomere that is distal to the fourth tarsomere of the hind leg."	
<http://purl.obolibrary.org/obo/HAO_0002110>	"The maxillary muscle that arises from the posterior stipital sclerite and inserts on the first sclerite of the maxillary palp."	
<http://purl.obolibrary.org/obo/HAO_0000025>	"The abdominal segment that is located between abdominal segment 4 and abdominal segment 6."	
<http://purl.obolibrary.org/obo/HAO_0000748>	"The sclerite of the posterior glossal plate that is paired."	
<http://purl.obolibrary.org/obo/HAO_0001975>	"The corner that is located ventrolaterally on the ventral rim of clypeus."	
<http://purl.obolibrary.org/obo/HAO_0002087>	"The area that is limited laterally by the mediodistal and basal cardinal ridges."	
<http://purl.obolibrary.org/obo/HAO_0001476>	"The external, concave region of the metatibia and the two rows of setae extending along the lateral margins this region."	
<http://purl.obolibrary.org/obo/HAO_0000927>	"The region of the second valvifer-second valvula-third valvula complex that is proximal to the basal articulation and to the processus musculares and articulates with female T9."	
<http://purl.obolibrary.org/obo/HAO_0002049>	"The notch that is located proximodorsally on the harpe that accommodates the gonossiculus if it is pivoted proximodorsally."	
<http://purl.obolibrary.org/obo/AISM_0004230>	"The conjunctiva of the mesothorax that joins the mesopleuron and the mesocoxa."@en	
<http://purl.obolibrary.org/obo/HAO_0000725>	"The sulcus that corresponds to the pleural ridge and separates the episternum from the epimeron."	
<http://purl.obolibrary.org/obo/HAO_0001226>	"The tooth located proximal to the apical tooth of the mandible."	
<http://purl.obolibrary.org/obo/AISM_0004034>	"The ridge of the head capsule that separates the clypeus and the frons."@en	
<http://purl.obolibrary.org/obo/HAO_0001457>	"The laterotergite that is located on abdominal tergum 4."	
<http://purl.obolibrary.org/obo/HAO_0000035>	"The abdominal sternum that is located on abdominal segment 2."	
<http://purl.obolibrary.org/obo/AISM_0000415>	"The not bilaterally paired anatomical margin part of the of the anterior region of the clypeal margin that is adjacent to lateral clypeal tooth 1 but not adjacent to the medial clypeal tooth."	
<http://purl.obolibrary.org/obo/HAO_0002274>		
<http://purl.obolibrary.org/obo/BSPO_0000030>	"Anatomical region that overlaps the posterior and dorsal regions of the body or body part."	
<http://purl.obolibrary.org/obo/HAO_0000981>	"The area that is located medially on the lower face between the dorsal margin of the clypeus and the anatomical line that connects the dorsalmost points of the left and right antennal rims."	
<http://purl.obolibrary.org/obo/BSPO_0000085>	"Anatomical region that overlaps the ventral and lateral regions of a body or body part."	"FBql:00005846"
<http://purl.obolibrary.org/obo/HAO_0002532>	"The flange that extends dorsolaterally from the mesodiscrimenal lamella."	
<http://purl.obolibrary.org/obo/AISM_0004135>	"The sclerite that is located on the ventro-lateral region of the insect thorax and is attached to a coxa."@en	
<http://purl.obolibrary.org/obo/HAO_0000449>	"The gland that empties between the base of the hypopharynx and the labium, or on the hypopharynx."	
<http://purl.obolibrary.org/obo/HAO_0000026>	"The abdominal segment that is located between abdominal segment 5 and abdominal segment 7."	
<http://purl.obolibrary.org/obo/HAO_0000597>	"The metatrochanteral muscle that arises from the metafurca and inserts on the metatrochanteral apodeme."	
<http://purl.obolibrary.org/obo/HAO_0001196>	"The unguitractor plate that is located on the protarsus."	
<http://purl.obolibrary.org/obo/AISM_0002030>	"The insect cranio-maxillar muscle that is attached to the tentorium and the stipital ridge."@en	
<http://purl.obolibrary.org/obo/HAO_0001755>	"The carina that extends on the gena from the lateral margin of the oral foramen."	
<http://purl.obolibrary.org/obo/HAO_0000389>	"The region of the male genitalia that is composed of sclerites located distally of the cupula dorsolaterally of the volsella, and that surround the aedeagus."	
<http://purl.obolibrary.org/obo/HAO_0000160>	"The region that is located laterally on the mesoscutellum and is limited anteriorly by the scutoscutellar suture and medially by the axillular line."	
<http://purl.obolibrary.org/obo/AISM_0000133>	"The multiporous sensillum that is flat."@en	
<http://purl.obolibrary.org/obo/HAO_0001311>	"The femoro-tibial joint that is composed of the profemur, protibia and the articular membrane of the profemoro-protibial joint."	
<http://purl.obolibrary.org/obo/AISM_0004228>	"The phragma of the abdominal tergite I that attaches to muscles attached to the metanotum."@en	
<http://purl.obolibrary.org/obo/HAO_0000707>	"The sclerite that is in the middle of the external male genitalia, surrounds the distal part of the ductus ejaculatorius and the endophallus."	
<http://purl.obolibrary.org/obo/HAO_0001655>	"The row of setae that is located laterally at the base of the glossa."	
<http://purl.obolibrary.org/obo/HAO_0000763>	"The propodeal spine that is located posteromedially of the first abdominal spiracle."	
<http://purl.obolibrary.org/obo/HAO_0001716>	"The thoracic muscle that inserts on the metalaterophragma."	
<http://purl.obolibrary.org/obo/HAO_0002547>	"The paired and concave region on acrostenite 7 surrounding the orifice of type III exocrine glands."	
<http://purl.obolibrary.org/obo/HAO_0000175>	"The area that is located on the coxa proximal to the basicostal suture."	
<http://purl.obolibrary.org/obo/HAO_0001567>	"The wing base that is located in the hind wing."	
<http://purl.obolibrary.org/obo/AISM_0004146>	"The sclerite of the notum that is attached to the posterior margin of the scutum."@en	
<http://purl.obolibrary.org/obo/HAO_0001519>	"The intrinsic leg muscle that arises from the profemoro-protibial joint and inserts on the unguitractor plate of the protarsus."	
<http://purl.obolibrary.org/obo/HAO_0002065>	"The sternite that is located on the abdominal sternum."	
<http://purl.obolibrary.org/obo/AISM_0000528>	"The region of cuticle that bears an anatomical collection that is composed of granules."@en	
<http://purl.obolibrary.org/obo/HAO_0001350>	"The abdominal sternum that is located in the metasoma."	
<http://purl.obolibrary.org/obo/HAO_0000590>	"The discrimen that is located in the metathorax and corresponds to the metadiscrimenal lamella."	
<http://purl.obolibrary.org/obo/HAO_0000719>	"The sclerite that is located proximoventrally on the pretarsus and is connected proximally with the unguitractor plate and distally with the arolium."	
<http://purl.obolibrary.org/obo/HAO_0002241>	"The anatomical line that is parallel with the longitudinal body axis and the shortest among the anatomical lines that extend between the anterior and posterior margins of female T9."	
<http://purl.obolibrary.org/obo/HAO_0000709>	"The gonossiculal muscle that arises from the penisvalva."	
<http://purl.obolibrary.org/obo/HAO_0002153>	"The notch that is located distolaterally on the prementum and receives the base of the labial palp."	
<http://purl.obolibrary.org/obo/HAO_0002463>	"The median anatomical line of the metapectal-propodeal complex in dorsal view."	
<http://purl.obolibrary.org/obo/HAO_0000150>	"The projection that bears the articular surface."	
<http://purl.obolibrary.org/obo/HAO_0001218>	"The area that is located between the oral and the occipital foramina."	
<http://purl.obolibrary.org/obo/HAO_0000859>	"The postoccipital muscle that arises from the propleuron and inserts on the postocciput."	
<http://purl.obolibrary.org/obo/HAO_0001960>	"The spine that is located posteromedially on the mesoscutellum."	
<http://purl.obolibrary.org/obo/HAO_0001359>	"The apodeme that corresponds to the site of origin of the second mesopleuro-mesonotal and the mesopleuro-mesocoxal muscles."	
<http://purl.obolibrary.org/obo/HAO_0001171>	"The flange that extends along the anterolateral margin of female T9."	
<http://purl.obolibrary.org/obo/AISM_0004298>	"The insect body segment that corresponds to the prothorax and is posterior to the insect cephalic segment."@en	
<http://purl.obolibrary.org/obo/HAO_0002466>	"The maximum width of the pedicel."	
<http://purl.obolibrary.org/obo/HAO_0001554>	"The metapleural muscle that arises from the metapleuron."	
<http://purl.obolibrary.org/obo/HAO_0002102>	"The projection that is located distally on the posterior stipital sclerite and encircles the base of the maxillary palp."	
<http://purl.obolibrary.org/obo/HAO_0002569>	"The projection at the ventromedian margin of the pronotum."	
<http://purl.obolibrary.org/obo/AISM_0004093>	"Is the abdominal tergite of the preabdomen that is attached to the posterior margin of the abdominal tergite V by the abdominal tergite V-abdominal tergite VI conjunctiva."@en	
<http://purl.obolibrary.org/obo/HAO_0001650>	"The carina that extends from the ventral margin of the spiracular groove to the anterior margin of the metapectal-propodeal complex."	
<http://purl.obolibrary.org/obo/AISM_0004253>	"The insect wing fold that separates the anal field and the jugal field."@en	
<http://purl.obolibrary.org/obo/HAO_0002040>	"The conjunctiva that is linear and extends medially on the dorsal region of the gonostyle/volsella complex."	
<http://purl.obolibrary.org/obo/HAO_0000185>		
<http://purl.obolibrary.org/obo/HAO_0000868>	"The second abdominal sternal muscle that originates ventral to the metaphragma and inserts on the anterodorsal margin of the abdominal sternite 2."	
<http://purl.obolibrary.org/obo/HAO_0001961>	"The carina that extends transversely across the scutellar plate, anterior to glandular release pit."	
<http://purl.obolibrary.org/obo/HAO_0002419>	"The distal region of the aedeagus that is flat (delimited by an edge from the rest of the aedeagus) and bears four sensillum basiconicum."	
<http://purl.obolibrary.org/obo/HAO_0000107>	"The anatomical structure that is delimited by the proximal and distal margins of the antennal sclerite."	
<http://purl.obolibrary.org/obo/HAO_0000110>	"The area that is located distally on the lateral mesofurcal arm and corresponds to the site of origin of the lateral anterior mesopleuro-mesofurcal muscle."	
<http://purl.obolibrary.org/obo/HAO_0001410>	"The intrinsic leg muscle that arises laterally (dorsally) of the mesofemur and inserts on the dorsal process of the mesotibia."	
<http://purl.obolibrary.org/obo/HAO_0000525>	"The depression that is oblique and located submedially on the mesopleuron between the fore coxa and posterolateral corner of the mesopleuron."	
<http://purl.obolibrary.org/obo/HAO_0001238>	"The intrinsic leg muscle that arises anteriorly from the wall of the protrochanter and inserts on the proximal profemoral apodeme."	
<http://purl.obolibrary.org/obo/HAO_0000715>		
<http://purl.obolibrary.org/obo/HAO_0002501>	"The sclerite that is between the procoxa and the prosternum."	
<http://purl.obolibrary.org/obo/HAO_0000223>	"The projection that is located at the intersection of two or more edges."	
<http://purl.obolibrary.org/obo/HAO_0001671>	"The patch that is composed of placoid sensilla adjacent to the intervalvifer articulation."	
<http://purl.obolibrary.org/obo/HAO_0002370>	"The contour line of the gena area in frontal view."	
<http://purl.obolibrary.org/obo/AISM_0004132>	"The ridge between the epimeron and the episternum in either the mesothorax or the metathorax."@en	
<http://purl.obolibrary.org/obo/HAO_0001635>	"A groove that is longitudinal and extends laterally on the petiole separating a dorsal and a ventral petiolar areas."	
<http://purl.obolibrary.org/obo/HAO_0002457>	"The groove ventral to the acropleural sulcus and anterior to the prespecular sulcus that extends toward the mesopleural pit."	
<http://purl.obolibrary.org/obo/AISM_0004315>	"The insect spiracle that is part of the insect abdomen."@en	
<http://purl.obolibrary.org/obo/HAO_0001079>	"The inflection that extends along the posterolateral margin of the mesoscutellum and articulates with the dorsal propodeal inflection."	
<http://purl.obolibrary.org/obo/HAO_0000273>	"The sclerite that is located dorsally between the penisvalvae."	
<http://purl.obolibrary.org/obo/HAO_0002403>	"The anatomical line that extends between the lateral end of the epicnemial carina and the postpectal carina and is parallel to the lateroventral mesopleural carina."	
<http://purl.obolibrary.org/obo/HAO_0002389>	"The flange that is median and on the occipital carina."	
<http://purl.obolibrary.org/obo/AISM_0000057>	"The sclerite of the labium that is connected to the mentum by the mental-premental conjunctiva, to the palpiger by the premental-palpigeral conjunctiva, to the paraglossa by the premental-paraglossal conjunctiva, and to the glossa by the premental-glossal conjunctiva."@en	
<http://purl.obolibrary.org/obo/HAO_0001252>	"The articulation that is composed of the basitarsal fossa of the mesotibia and the tibial condyle of the mesobasitarsus."	
<http://purl.obolibrary.org/obo/HAO_0001865>	"The tarsomere that is distal to and connected to the third tarsomere."	
<http://purl.obolibrary.org/obo/HAO_0000050>		
<http://purl.obolibrary.org/obo/AISM_0000397>	"The labial palpus that has labial palpomeres I to III."@en	
<http://purl.obolibrary.org/obo/HAO_0000679>	"The appendage that is composed of the first valvulae, second valvulae, third valvulae, first valvifers, second valvifers and female T9."	
<http://purl.obolibrary.org/obo/AISM_0000106>	"The conjunctiva that encircles the procoxa and connects it to the ventral and lateral regions of the prothorax."@en	
<http://purl.obolibrary.org/obo/HAO_0001184>	"The projection that is located on the distal margin of the clypeus."	
<http://purl.obolibrary.org/obo/HAO_0002365>	"The area between the median carina of clypeus and the lateral carina of clypeus."	
<http://purl.obolibrary.org/obo/AISM_0004231>	"The conjunctiva of the mesothorax that joins the mesopleura and the mesosternum."@en	
<http://purl.obolibrary.org/obo/AISM_0000367>	"The protibial cuticular tooth on the posterior margin."@en	
<http://purl.obolibrary.org/obo/HAO_0001551>	"The head muscle that inserts on the labium."	
<http://purl.obolibrary.org/obo/HAO_0002070>	"The tarsomere that is located in the metatarsus."	
<http://purl.obolibrary.org/obo/HAO_0001290>	"The abdominal muscle that inserts on the ovipositor."	
<http://purl.obolibrary.org/obo/AISM_0002022>	"The cranio-mandibular muscle that is attached to the dorsal tentorial arm and the proximal margin of the insect mandible."@en	
<http://purl.obolibrary.org/obo/AISM_0000190>	"The cuticular protrusion of the head capsule thag is continuous with the antenniferal-scapal conjunctiva and adjacent to the cuticle of the scapus"@en	
<http://purl.obolibrary.org/obo/AISM_0004071>	"The seta that is flattened."@en	
<http://purl.obolibrary.org/obo/HAO_0001295>	"The fossa that is located posteriorly on the proximal margin of the metatrochanter and accommodates the posterior trochanteral condyle of the metacoxa."	
<http://purl.obolibrary.org/obo/HAO_0002395>	"The notch on the proximoventral margin of the cupula just lateral to the gonocondyle."	
<http://purl.obolibrary.org/obo/HAO_0002490>	"The apodeme that is located anteromedially on the lateral metafurcal arm and corresponds to the site of origin of the lateral metafurco-mesofurcal muscle."	
<http://purl.obolibrary.org/obo/AISM_0004271>	"The cuticular lobe of the cuticle of the insect mandible between the mandibular molar lobe and the mandibular incisor lobe."@en	
<http://purl.obolibrary.org/obo/HAO_0000516>	"The male genitalia muscle that arises from the spiculum and inserts on the gonocondyle."	
<http://purl.obolibrary.org/obo/HAO_0001529>	"The sclerite that is located posteriorly along the proximal margin of the tibia and corresponds to the site of insertion of the medial femoro-tibial muscle."	
<http://purl.obolibrary.org/obo/AISM_0000501>	"The protrusion on a sclerite that is linear."@en	
<http://purl.obolibrary.org/obo/AISM_0000334>	"The cuticle of the flagellomere that is distal to the flagellomere 1 and is encircled by the flagellomere 1-flagellomere 2 conjunctiva."@en	
<http://purl.obolibrary.org/obo/HAO_0001518>	"The fore wing third axillary muscle that arises anterodorsally from the mesopleuron."	
<http://purl.obolibrary.org/obo/HAO_0001254>		
<http://purl.obolibrary.org/obo/HAO_0000933>	"A sense organ embedded in the integument and consisting of one or a cluster of sensory neurons and associated sensory structures, support cells and glial cells forming a single organized unit with a largely bona fide boundary."	
<http://purl.obolibrary.org/obo/HAO_0001098>	"Mushroom-shaped sensory structure on the flagellum, particularly theclava; sometimes called the sensilla ampullacea."	
<http://purl.obolibrary.org/obo/HAO_0001608>	"The acrosternite that is located on abdominal sternum 4."	
<http://purl.obolibrary.org/obo/HAO_0001366>	"The femoro-tibial joint that is composed of the mesofemur and the mesotibia."	
<http://purl.obolibrary.org/obo/HAO_0002446>	"The trichoid sensillum that is on the posterior surface of the glossa."	
<http://purl.obolibrary.org/obo/UBERON_0003101>		
<http://purl.obolibrary.org/obo/HAO_0001787>	"The thoracic muscle that inserts on the mesofurca."	
<http://purl.obolibrary.org/obo/HAO_0002116>	"The muscle that arises from the second sclerite of the maxillary palp and inserts on the third sclerite of the maxillary palp."	
<http://purl.obolibrary.org/obo/AISM_0000530>	"The region of the cuticle that bears an anatomical collection that is composed of setae."@en	
<http://purl.obolibrary.org/obo/HAO_0001679>	"The sulcus that extends dorsomedially from the upper median margin of the antennal rim."	
<http://purl.obolibrary.org/obo/AISM_0002074>	"The dorsal longitudinal thoracic muscle that is attached to the cervical sclerite and the postocciput."@en	
<http://purl.obolibrary.org/obo/HAO_0000825>	"The anatomical cluster that is composed of the profurcal arms."	
<http://purl.obolibrary.org/obo/HAO_0001375>	"The mesophragmo-metaphragmal muscle that inserts medially on the metaphragma."	
<http://purl.obolibrary.org/obo/HAO_0001054>	"The apodeme that is located anterolaterally on the prophragma and corresponds to the site of origin of the third mesopleuro-mesonotal muscle."	
<http://purl.obolibrary.org/obo/HAO_0002588>	"The muscle that arises from the second valvifer and inserts on the venom gland reservoir."	
<http://purl.obolibrary.org/obo/HAO_0000811>	"The intersegmentalia that is located on the mesopectus-pronotum intersegmental membrane and corresponds to the site of origin of the anterior thoracic spiracle occlusor muscle."	
<http://purl.obolibrary.org/obo/HAO_0000055>		
<http://purl.obolibrary.org/obo/AISM_0000155>	"The somatic muscle that inserts in the metatibia."@en	
<http://purl.obolibrary.org/obo/HAO_0000085>	"The area that is located anteriorly of the antecosta of a sternum."	
<http://purl.obolibrary.org/obo/AISM_0004317>	"A quality inhering in a bearer by virtue of the bearer's surface becoming bent or curving downward or backward."@en	
<http://purl.obolibrary.org/obo/HAO_0001173>	"The carina that is transverse and extends across the lateral wall of the terebra."	
<http://purl.obolibrary.org/obo/AISM_0000031>	"The cuticle of the paired appendage of the insect thorax that is composed of coxa, trochanter, femur, tibia, tarsus, and pretarsus."@en	
<http://purl.obolibrary.org/obo/AISM_0000434>	"The cuticular spur encircled by the mesotibio-mesotibial spur conjunctiva."	
<http://purl.obolibrary.org/obo/HAO_0001578>	"The pronoto-procoxal muscle that arises dorsomedially from the pronotum."	
<http://purl.obolibrary.org/obo/AISM_0004208>	"The insect thoracic muscle that extends between two nota (or terga)."@en	
<http://purl.obolibrary.org/obo/HAO_0000718>		
<http://purl.obolibrary.org/obo/HAO_0001781>	"The carina that is the median mesoscutal line."	
<http://purl.obolibrary.org/obo/HAO_0002574>	"The costal notch that is on the submarginal vein near the parastigma."	
<http://purl.obolibrary.org/obo/HAO_0001003>	"The apodeme that has its sites of origin marked by the anterior and posterior tentorial pits and gular sulci."	
<http://purl.obolibrary.org/obo/HAO_0000606>	"The phragma that corresponds to the site of origin of the mesophragmo-metaphragmal and metaphragmo-second abdominal tergal muscles."	
<http://purl.obolibrary.org/obo/HAO_0001947>	"The carina that extends lateroventrally on the mesopleuron between the lateral end of the epicnemium and the lateral margin of the mesocoxal foramen."	
<http://purl.obolibrary.org/obo/HAO_0002538>	"The intrinsic leg muscle that arises medially (ventrally) of the femur and inserts on the genuflexor plate."	
<http://purl.obolibrary.org/obo/HAO_0000972>	"Basal-most portion of the forewing vein complex that occurs behind the costal cell; measured from the constriction that delimits the humeral plate to the point at which the vein touches the leading edge of the wing apically."	
<http://purl.obolibrary.org/obo/HAO_0002053>	"The sternite that is connected posteriorly to the cupula via muscles."	
<http://purl.obolibrary.org/obo/HAO_0000054>		
<http://purl.obolibrary.org/obo/HAO_0000828>	"The laterocervical muscle that arises medially from the anterior surface of the dorsal profurcal lamella."	
<http://purl.obolibrary.org/obo/AISM_0002075>	"The dorsal longitudinal thoracic muscle that is attached to the pronotum and the prophragma."@en	
<http://purl.obolibrary.org/obo/HAO_0002004>	"The sternite that is located on the abdominal segment 3."	
<http://purl.obolibrary.org/obo/HAO_0002196>	"The sclerite that is ringlike and is connected distally to the second sclerite of the labial palp via conjunctiva and muscle."	
<http://purl.obolibrary.org/obo/HAO_0001647>	"The area that is located ventrally on the mesopectus between the mesocoxal depression and the epicnemial carina."	
<http://purl.obolibrary.org/obo/HAO_0001514>	"The femoral condyle of the tibia that is located on the protibia."	
<http://purl.obolibrary.org/obo/HAO_0000798>	"The tooth that is located distodorsally on the mandible."	
<http://purl.obolibrary.org/obo/HAO_0002005>	"The tergite that is located on the metasoma."	
<http://purl.obolibrary.org/obo/HAO_0000551>	"The mesolaterophragmal muscle that arises from the mesofurca and inserts on the mesolaterophragma."	
<http://purl.obolibrary.org/obo/AISM_0000364>	"The lateral clypeal tooth that is lateral to the lateral clypeal tooth 2."@en	
<http://purl.obolibrary.org/obo/AISM_0000056>	"The trochantin that is located on the ventro-lateral region of the metathorax and is attached to a metacoxa and surrounded by the basal metacoxal conjunctiva."@en	
<http://purl.obolibrary.org/obo/HAO_0001101>	"The region of the ovipositor composed of the second valvifer, second valvula, and third valvula."	
<http://purl.obolibrary.org/obo/UBERON_0034926>	"An anatomical collection that is arranged in a line."	
<http://purl.obolibrary.org/obo/AISM_0004154>	"The dorsal region of the episternum that is dorsal to the anapleural sulcus."	
<http://purl.obolibrary.org/obo/HAO_0001014>	"The sternum that is located on a thoracic segment."	
<http://purl.obolibrary.org/obo/HAO_0001156>	"The area that is located anteriorly of the antecosta on the tergum."	
<http://purl.obolibrary.org/obo/HAO_0001201>	"The fossa that is located laterally on the metafemur and accommodates the femoral articular process of the metatrochanter."	
<http://purl.obolibrary.org/obo/HAO_0000180>	"The anatomical cluster that is composed of small sclerites and is located proximally on the first valvulae."	
<http://purl.obolibrary.org/obo/HAO_0000896>	"The epipharyngeal muscle that arises from the clypeus and inserts on the epipharyngeal wall."	
<http://purl.obolibrary.org/obo/HAO_0001978>	"The fossa that accommodates the base of the labial palp."	
<http://purl.obolibrary.org/obo/AISM_0002032>	"The insect cranio-maxillar muscle that is attached to the tentorium and the stipes."@en	
<http://purl.obolibrary.org/obo/HAO_0001690>	"The pteralia that is located on the fore wing."	
<http://purl.obolibrary.org/obo/HAO_0000408>	"The ligament that connects the proximolateral margin of the prementum with the proximal part of the ligula."	
<http://purl.obolibrary.org/obo/HAO_0001893>	"The evaporatorium that is located on the sex segment."	
<http://purl.obolibrary.org/obo/HAO_0000103>	"The rim that surrounds the antennal foramen."	
<http://purl.obolibrary.org/obo/HAO_0001869>	"The area of the metapectal-propodeal complex that is limited ventrally by the ventral carina of the metapleuron and dorsally by the metapleural carina."	
<http://purl.obolibrary.org/obo/HAO_0001848>	"The laterosternite that is located on abdominal sternum 4."	
<http://purl.obolibrary.org/obo/HAO_0001349>	"The abdominal tergum that is located in the metasoma."	
<http://purl.obolibrary.org/obo/AISM_0000165>	"The cuticle of the appendage of the insect head that is encircled by the oral foraminal conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0000332>	"The mesotarsus that is composed by mesotarsomeres 1-5."@en	
<http://purl.obolibrary.org/obo/HAO_0000610>	"The carina that delimits posteriorly the metapleural triangle."	
<http://purl.obolibrary.org/obo/HAO_0000184>	"The region of the wing vein that is less melanized and more flexible than surrounding anatomical wing vein regions and corresponds to the intersection of the wing vein with a flexion line."	
<http://purl.obolibrary.org/obo/BSPO_0000071>	"Anatomical region anteriorly located on the body or body part."	"FBql:00005848"
<http://purl.obolibrary.org/obo/AISM_0002083>	"The dorsal longitudinal thoracic muscle that extends between the medial region of the prophragma and the medial region of the mesophragma."@en	
<http://purl.obolibrary.org/obo/HAO_0001216>	"The metacoxal muscle that arises from the metanotum."	
<http://purl.obolibrary.org/obo/HAO_0000104>	"The antennomere that is an appendage segment."	
<http://purl.obolibrary.org/obo/AISM_0004031>	"The ridge of the head capsule comprising the posterior region of the subgenal ridge."@en	
<http://purl.obolibrary.org/obo/HAO_0001296>	"The condyle that is located on the posterior trochanteral articular process of the metacoxa and inserts into the posterior coxal fossa of the metatrochanter."	
<http://purl.obolibrary.org/obo/HAO_0000642>	"The apodeme that corresponds to the site of insertions of the lateral metapleuro-metanotal muscles."	
<http://purl.obolibrary.org/obo/HAO_0001423>	"The laterotergite that is located on abdominal tergum 1."	
<http://purl.obolibrary.org/obo/AISM_0000051>	"The cuticle of the appendage of the insect maxilla that is attached to the cuticle of palpifer by the palpifero-palpal conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0004138>	"The part of the sternum that is attached to the posterior margin of the basisternum and to the anterior margin of the spinasternum."@en	
<http://purl.obolibrary.org/obo/AISM_0004084>	"The conjunctiva of the insect abdomen that joins the abdominal sternite VIII and the gonocoxa VIII."@en	
<http://purl.obolibrary.org/obo/AISM_0000186>	"The cuticular seta that is elongated and acuminate."@en	
<http://purl.obolibrary.org/obo/AISM_0000317>	"The metatarsomere that is distal to the metatarsomere 3 and is encircled by the metatarsomere 3-metatarsomere 4 conjunctiva."@en	
<http://purl.obolibrary.org/obo/HAO_0001469>	"The mediotergite that is located on abdominal tergum 8."	
<http://purl.obolibrary.org/obo/HAO_0001892>	"The muscle that arises from the profurca and inserts on the postocciput."	
<http://purl.obolibrary.org/obo/HAO_0000637>	"The depression that is located posteromedially on the mesoscutum."	
<http://purl.obolibrary.org/obo/HAO_0002292>	"The area of the propodeum that is delimited dorsally by the calyptra and posteriorly by the lateral propodeal carina."	
<http://purl.obolibrary.org/obo/HAO_0001601>	"The edge that extends laterally of the pleurostoma."	
<http://purl.obolibrary.org/obo/HAO_0001342>	"The row of spurs that extends along the distal margin of the metatibia."	
<http://purl.obolibrary.org/obo/AISM_0004307>	"The cuticular seta that is adjacent to the cuticle of the pretarsus."@en	
<http://purl.obolibrary.org/obo/AISM_0000381>	"The anatomical margin that is part of the anterior margin of the gena and of the lateral region of the posterior margin of the clypeus."@en	
<http://purl.obolibrary.org/obo/AISM_0000145>	"The coxal muscle of the procoxa."@en	
<http://purl.obolibrary.org/obo/HAO_0001700>	"The area that is delimted by two pronotal ridges laterally and the posterior margin of the pronotum anteriorly."	
<http://purl.obolibrary.org/obo/HAO_0000324>	"The genitalia that is part of the female organism."	
<http://purl.obolibrary.org/obo/HAO_0002474>	"The median anatomical line of the abdominal tergum 2."	
<http://purl.obolibrary.org/obo/HAO_0001515>	"The condyle that is located proximally on the tibia and inserts into the tibial fossa of the femur."	
<http://purl.obolibrary.org/obo/HAO_0001080>	"The inflection that extends ventrally along the anterolateral margin of the mesoscutum."	
<http://purl.obolibrary.org/obo/HAO_0000660>	"The depression that extends along the lateral margin of a lateral ocellus or along anterior margin of the anterior ocellus."	
<http://purl.obolibrary.org/obo/AISM_0004310>	"The region of the insect wing that is posterior to the costal field of the insect wing."@en	
<http://purl.obolibrary.org/obo/UBERON_6007284>	"A region of cuticle and its underlying epidermis."	
<http://purl.obolibrary.org/obo/HAO_0001706>	"The pleural sulcus that is located on the mesopleuron."	
<http://purl.obolibrary.org/obo/HAO_0001074>	"The cupulo-gonostyle/volsella complex muscle that inserts ventrolaterally on the gonostyle/volsella complex between the site of insertion of the ventromedial and dorsolateral cupulo-gonostyle/volsella complex muscles."	
<http://purl.obolibrary.org/obo/HAO_0002598>	"The 2nd valvifer-venom gland reservoir muscle that originates at the medial surface of the 2nd valvifer, ventrally to the site of origin of the dorsal 2nd valvifer-venom gland reservoir muscle, and inserts laterally at the orifice of the venom gland reservoir."	
<http://purl.obolibrary.org/obo/HAO_0001047>	"The area that is the distal part of the penisvalva dorsally of the ergot."	
<http://purl.obolibrary.org/obo/HAO_0001546>	"The muscle that is attached to the dorsal vessel."	
<http://purl.obolibrary.org/obo/HAO_0002345>	"The anatomical line between the distal ends of the pronotal spines."	
<http://purl.obolibrary.org/obo/HAO_0000181>	"The area that is located distally on the mandible."	
<http://purl.obolibrary.org/obo/HAO_0000687>	"The labial muscle that arises from the ventral part of the prementum, anterior to the origin of the premento-glossal muscle and ventral premento-salivarial muscle and inserts just distally of the distal margin of the prementum."	
<http://purl.obolibrary.org/obo/HAO_0000360>		
<http://purl.obolibrary.org/obo/AISM_0000055>	"The trochantin that is located on the ventro-lateral region of the prothorax and is attached to a procoxa and surrounded by the basal procoxal conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0000394>	"The labial palpomere that is adjacent to the distal margin of the palpiger."@en	
<http://purl.obolibrary.org/obo/HAO_0000463>	"The larval tagma that is composed of the prothorax, mesothorax and metathorax and is located between the head and the abdomen."	
<http://purl.obolibrary.org/obo/HAO_0002371>	"The contour line of the anterior profile of petiolar node in lateral view."	
<http://purl.obolibrary.org/obo/AISM_0000409>	"The setigerous cuticular puncture that has a cuticular granule on its anterior margin."@en	
